name,stationcode,ebike,mechanical,coordonnees_geo,duedate,numbikesavailable,numdocksavailable,capacity,is_renting,is_installed,nom_arrondissement_communes,is_returning,record_timestamp
Louis Lejeune - Barbès,21216,9,3,"[48.81807418981508, 2.3267009854316716]",2023-04-25T07:45:03+00:00,12,13,25,OUI,OUI,Montrouge,OUI,2023-04-25T07:58:00.616Z
Rond-point du Dr Albert Schweitzer,22207,1,2,"[48.78980918988166, 2.3143940046429634]",2023-04-25T07:40:12+00:00,3,19,22,OUI,OUI,Bagneux,OUI,2023-04-25T07:58:00.616Z
Raspail - Varenne,7004,3,7,"[48.853147816545, 2.3263905197382]",2023-04-25T07:44:41+00:00,10,8,18,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Théâtre des Amandiers - Palais des sports,92002,13,10,"[48.892648526839, 2.2136941552162]",2023-04-25T07:42:45+00:00,23,0,23,OUI,OUI,Nanterre,OUI,2023-04-25T07:58:00.616Z
Italie - Tolbiac,13030,1,0,"[48.82557229464416, 2.3576171323657036]",2023-04-25T07:41:49+00:00,1,20,21,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Vaugirard - Monsieur le Prince,6029,3,0,"[48.848951441614, 2.3411329463124]",2023-04-25T07:45:41+00:00,3,21,26,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Raspail Barbès,31028,4,5,"[48.8529945, 2.4247387]",2023-04-25T07:44:10+00:00,9,19,28,OUI,OUI,Montreuil,OUI,2023-04-25T07:58:00.616Z
Jules Guesde - Pont du Port à l'Anglais,44017,2,22,"[48.79628807093802, 2.417212128639221]",2023-04-25T07:41:07+00:00,24,5,30,OUI,OUI,Vitry-sur-Seine,OUI,2023-04-25T07:58:00.616Z
Caire - Dussoubs,2017,0,2,"[48.86785342111862, 2.349364310503006]",2023-04-25T07:38:48+00:00,2,37,40,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Tour d'Auvergne - Rodier,9008,4,0,"[48.879161, 2.343698]",2023-04-25T07:45:11+00:00,4,11,17,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Charlot - Stade Gabriel Voisin,21323,0,0,"[48.827228120536, 2.268122527474]",2023-04-07T06:20:24+00:00,0,0,0,NON,NON,Issy-les-Moulineaux,NON,2023-04-25T07:58:00.616Z
Liard - Amiral Mouchez,14013,1,0,"[48.8214169, 2.342167]",2023-04-25T07:43:02+00:00,1,13,14,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Regnault - Patay,13118,5,37,"[48.82435782216384, 2.377065159380436]",2023-04-25T07:43:45+00:00,42,20,63,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Las Cases - Bourgogne,7011,5,11,"[48.85909110474066, 2.3185685276985173]",2023-04-25T07:44:19+00:00,16,6,22,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Abbeville - Faubourg Poissonnière,9002,0,0,"[48.879223, 2.349147]",2023-04-25T07:40:44+00:00,0,12,14,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Octave Feuillet - Albéric Magnard,16110,6,4,"[48.86106902949534, 2.2730283066630363]",2023-04-25T07:42:42+00:00,10,11,21,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Edgar Quinet - Raspail,14002,5,3,"[48.83940266673835, 2.32971478253603]",2023-04-25T07:45:14+00:00,8,38,46,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Faubourg Montmartre - La Fayette,9014,13,18,"[48.87525454905335, 2.340853661298752]",2023-04-25T07:44:43+00:00,31,1,35,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Place Georges Guillaumin,8053,21,1,"[48.874750203956566, 2.301771435325988]",2023-04-25T07:44:55+00:00,22,6,29,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Bellefond - Poissonnière,9001,0,1,"[48.87759897050706, 2.348463758826256]",2023-04-25T07:42:44+00:00,1,16,17,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Granges aux Belles,10115,0,0,"[48.8761373390584, 2.3680844979417]",2023-04-25T07:45:03+00:00,0,24,27,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Ségur - d'Estrées,7018,7,10,"[48.851419978983, 2.3097044974566]",2023-04-25T07:44:32+00:00,17,2,19,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Boulangers - Cardinal Lemoine,5022,2,0,"[48.8462904, 2.3521495]",2023-04-25T07:42:31+00:00,2,18,20,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Boudreau - Auber,9106,8,6,"[48.87219, 2.329423]",2023-04-25T07:43:19+00:00,14,0,14,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Place de la République - Voltaire,11046,2,4,"[48.866830968942, 2.3654810339212]",2023-04-25T07:43:24+00:00,6,11,19,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Arsène Houssaye - Friedland,8201,6,2,"[48.874510616163, 2.2994716674148]",2023-04-25T07:43:53+00:00,8,19,29,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Douai - Bruxelles,9038,2,1,"[48.88320784122797, 2.3308449949028507]",2023-04-25T07:44:20+00:00,3,24,27,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Quai de l'Horloge - Pont Neuf,1001,4,6,"[48.857058739111, 2.3417982839439]",2023-04-25T07:42:41+00:00,10,7,17,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Institut de France,6001,5,10,"[48.857615678565, 2.3358313530377]",2023-04-25T07:44:45+00:00,15,1,17,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Institut du Monde Arabe - Saint-Germain,5020,3,11,"[48.849063299501, 2.3558086529374]",2023-04-25T07:45:16+00:00,14,23,40,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Thionville - Ourcq,19015,2,0,"[48.88917613743794, 2.3833653330802917]",2023-04-25T07:41:09+00:00,2,21,24,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Legendre - Clichy,17004,0,1,"[48.88896161855884, 2.322528975094376]",2023-04-25T07:44:46+00:00,1,38,40,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Quai de la Seine,19003,2,0,"[48.884492238407525, 2.3703941702842717]",2023-04-25T07:38:43+00:00,2,20,24,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Gare de Lyon - Place Louis Armand,12151,14,10,"[48.845515089794, 2.3726498446286]",2023-04-25T07:44:19+00:00,24,36,60,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Gare du Nord - Hôpital Lariboisière,10107,0,1,"[48.881949, 2.352339]",2023-04-25T07:43:58+00:00,1,48,49,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
11 Novembre 1918 - 8 Mai 1945,45003,20,7,"[48.80889533774377, 2.5382421165704727]",2023-04-25T07:45:27+00:00,27,9,36,OUI,OUI,Champigny-sur-Marne,OUI,2023-04-25T07:58:00.616Z
Place Du Général De Gaulle,31009,1,0,"[48.8687591, 2.4329931]",2023-04-25T07:37:39+00:00,1,24,26,OUI,OUI,Montreuil,OUI,2023-04-25T07:58:00.616Z
Pereire - Rennequin,17030,4,2,"[48.88364782887555, 2.2952447086572647]",2023-04-25T07:45:20+00:00,6,16,23,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Claude Decaen - Cannebière,12111,0,0,"[48.83761417037952, 2.397253782195704]",2023-04-25T07:45:21+00:00,0,27,27,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Berri - Haussmann,8034,17,17,"[48.874746047357135, 2.3082953318953514]",2023-04-25T07:45:03+00:00,34,0,35,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Delphine Seyrig - Général Leclerc,19043,4,2,"[48.893923963057865, 2.39790290594101]",2023-04-25T07:42:11+00:00,6,46,53,OUI,OUI,Pantin,OUI,2023-04-25T07:58:00.616Z
Panthéon - Valette,5032,10,2,"[48.84702057165222, 2.3464982619671075]",2023-04-25T07:45:37+00:00,12,26,39,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Cimetière de Montrouge,14020,2,1,"[48.822009, 2.322188699]",2023-04-25T07:40:33+00:00,3,55,58,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Pyrénées - Emmery,20042,0,1,"[48.872010281270974, 2.392039597034455]",2023-04-25T07:43:18+00:00,1,39,40,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Desaix - Edgar Faure,15067,4,6,"[48.852804604940296, 2.293077029857222]",2023-04-25T07:38:23+00:00,10,1,12,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Gare RER - Canadiens,43401,7,20,"[48.81995307955795, 2.464176752459464]",2023-04-25T07:45:39+00:00,27,18,45,OUI,OUI,Joinville-le-Pont,OUI,2023-04-25T07:58:00.616Z
Redoute - Les Courtilles,26002,3,12,"[48.92986719451888, 2.283669635653496]",2023-04-25T07:40:39+00:00,15,17,32,OUI,OUI,Asnières-sur-Seine,OUI,2023-04-25T07:58:00.616Z
Square Simon Bolivar,19101,0,0,"[48.8750898883217, 2.3826304078102116]",2023-04-25T07:44:37+00:00,0,22,24,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Schoelcher - Raspail,14003,7,1,"[48.83681733526843, 2.3312794080411474]",2023-04-25T07:45:10+00:00,8,40,50,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Charles de Gaulle - Beauté,41302,0,0,"[48.83649602312711, 2.479562651149885]",2023-04-25T07:41:54+00:00,0,49,49,OUI,OUI,Nogent-sur-Marne,OUI,2023-04-25T07:58:00.616Z
Marne - Germain Dardan,21212,5,1,"[48.81154270401601, 2.303070724010468]",2023-04-25T07:44:22+00:00,6,16,22,OUI,OUI,Montrouge,OUI,2023-04-25T07:58:00.616Z
Anatole France - President Roosevelt,33017,2,7,"[48.9155156, 2.3814103]",2023-04-25T07:44:25+00:00,9,19,29,OUI,OUI,Aubervilliers,OUI,2023-04-25T07:58:00.616Z
Henry Farman,15042,10,5,"[48.83372430280548, 2.2713854536414146]",2023-04-25T07:44:07+00:00,15,0,16,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Port-Royal - Hôpital du Val-de-Grâce,13001,1,1,"[48.837668272811, 2.3448138346607]",2023-04-25T07:43:29+00:00,2,15,18,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Pajol - Place Herbert,18011,1,0,"[48.8927825, 2.3635598]",2023-04-25T07:45:10+00:00,1,38,39,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Place de la Reine Astrid,8045,23,30,"[48.86492098253841, 2.302549182385926]",2023-04-25T07:45:08+00:00,53,1,58,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Roger Salengro - Fontainebleau,42706,0,1,"[48.814548697325, 2.3611663654447]",2023-04-25T07:43:13+00:00,1,24,25,OUI,OUI,Le Kremlin-Bicêtre,OUI,2023-04-25T07:58:00.616Z
Hôpital Européen Georges Pompidou,15104,23,40,"[48.83769531916335, 2.275374233722687]",2023-04-25T07:45:30+00:00,63,0,64,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Concorde - Stalingrad,44006,9,0,"[48.7985844, 2.3821302]",2023-04-25T07:44:47+00:00,9,25,35,OUI,OUI,Vitry-sur-Seine,OUI,2023-04-25T07:58:00.616Z
Fédération - Suffren,15105,2,4,"[48.852828153442346, 2.2978776320815086]",2023-04-25T07:43:38+00:00,6,18,25,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Saint-Jacques - Val de Grâce,5004,6,2,"[48.8417514, 2.3413893]",2023-04-25T07:38:29+00:00,8,9,20,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Manin - Carrières d'Amérique,19103,1,1,"[48.88467214209463, 2.3919698596000676]",2023-04-25T07:44:15+00:00,2,17,20,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Conservatoire de Musique,46003,7,13,"[48.77093586667601, 2.4034014344215398]",2023-04-25T07:44:25+00:00,20,5,25,OUI,OUI,Choisy-le-Roi,OUI,2023-04-25T07:58:00.616Z
Buisson Saint-Louis - Saint-Maur,10024,2,1,"[48.87174684930295, 2.3722528328789854]",2023-04-25T07:42:24+00:00,3,16,19,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Place Albert Kahn,18031,0,0,"[48.8957969797804, 2.345585584134864]",2023-04-25T07:44:29+00:00,0,43,46,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Rocher - Laborde,8017,5,8,"[48.87590240712654, 2.322616316378116]",2023-04-25T07:44:56+00:00,13,49,65,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Lecourbe - Jean Maridor,15054,2,1,"[48.83796366147599, 2.2877392172813416]",2023-04-25T07:43:20+00:00,3,16,19,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Erasme - Ulm,5124,4,2,"[48.84264375274712, 2.3445946723222733]",2023-04-25T07:43:37+00:00,6,18,24,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Marc Sangnier - Porte de Vanves,14106,1,0,"[48.825218683556734, 2.3107116669416428]",2023-04-25T07:44:49+00:00,1,19,21,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Guy Môquet - Etienne Dolet,22406,9,0,"[48.81527009991819, 2.298078276995073]",2023-04-25T07:36:43+00:00,9,13,23,OUI,OUI,Malakoff,OUI,2023-04-25T07:58:00.616Z
Jean Jaurès - Presles,35002,6,11,"[48.90713441498779, 2.396005728053061]",2023-04-25T07:45:26+00:00,17,10,30,OUI,OUI,Pantin,OUI,2023-04-25T07:58:00.616Z
Boissière - Etienne Dolet,31102,2,0,"[48.876111, 2.4677312]",2023-04-25T07:45:26+00:00,2,19,21,OUI,OUI,Montreuil,OUI,2023-04-25T07:58:00.616Z
Bertie Albrecht - Hoche,8054,10,10,"[48.87614039826388, 2.301303138307601]",2023-04-25T07:44:13+00:00,20,12,32,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Sibelle - Alésia,14012,1,1,"[48.826701758539215, 2.3384983465075493]",2023-04-25T07:43:06+00:00,2,23,25,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Enghien - Faubourg Poissonnière,10042,1,4,"[48.872420063053, 2.3483952362828]",2023-04-25T07:44:53+00:00,5,28,33,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
David Weill - Parc Montsouris,14124,2,1,"[48.821092374256104, 2.333725690841675]",2023-04-25T07:39:42+00:00,3,19,22,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Gabriel Péri - Danielle Casanova,44003,1,9,"[48.790114, 2.4025777]",2023-04-25T07:44:46+00:00,10,10,20,OUI,OUI,Vitry-sur-Seine,OUI,2023-04-25T07:58:00.616Z
Carnot - Pâquerettes,41404,6,9,"[48.79592939432515, 2.4261841177940373]",2023-04-25T07:45:16+00:00,15,9,26,OUI,OUI,Alfortville,OUI,2023-04-25T07:58:00.616Z
Karl Marx,48010,1,1,"[48.784527937293184, 2.3646667979455587]",2023-04-25T07:43:40+00:00,2,14,16,OUI,OUI,Villejuif,OUI,2023-04-25T07:58:00.616Z
Tertres - Fontaine,22203,1,0,"[48.787553654715644, 2.306235730648041]",2023-04-25T07:38:01+00:00,1,27,28,OUI,OUI,Bagneux,OUI,2023-04-25T07:58:00.616Z
Noisy le Sec - Jean-Baptiste Clément,31708,0,0,"[48.87451538963655, 2.415283620357514]",2023-04-25T07:38:10+00:00,0,22,22,OUI,OUI,Bagnolet,OUI,2023-04-25T07:58:00.616Z
Marcelle - Thalie,35020,2,0,"[48.8835462, 2.4137883]",2023-04-25T07:45:19+00:00,2,16,20,OUI,OUI,Pantin,OUI,2023-04-25T07:58:00.616Z
Henri Ste-Claire Déville - Paul Héroult,25003,7,13,"[48.892663, 2.172411]",2023-04-25T07:44:26+00:00,20,4,24,OUI,OUI,Rueil-Malmaison,OUI,2023-04-25T07:58:00.616Z
Paris - Emile Zola,31003,5,0,"[48.854898095789295, 2.4186685681343083]",2023-04-25T07:40:37+00:00,5,25,30,OUI,OUI,Montreuil,OUI,2023-04-25T07:58:00.616Z
Jean Jaurès - Salvador Allende,22402,3,2,"[48.821475594736775, 2.3026576638221745]",2023-04-25T07:44:49+00:00,5,38,43,OUI,OUI,Malakoff,OUI,2023-04-25T07:58:00.616Z
Victor Hugo - Galliéni,21008,7,20,"[48.83802015441127, 2.2460845112800603]",2023-04-25T07:45:39+00:00,27,7,34,OUI,OUI,Boulogne-Billancourt,OUI,2023-04-25T07:58:00.616Z
Legendre - Dulong,17013,1,2,"[48.885325169402904, 2.316423766314984]",2023-04-25T07:45:41+00:00,3,19,23,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Quai Panhard et Levassor,13050,15,40,"[48.82837482809675, 2.384273745805574]",2023-04-25T07:44:09+00:00,55,2,57,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Botzaris - Parc des Buttes Chaumont,19024,1,0,"[48.877951, 2.381464]",2023-04-25T07:35:56+00:00,1,19,20,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Rochechouart lamartine,9010,2,0,"[48.876719895109, 2.344393021853951]",2023-04-25T07:45:29+00:00,2,22,24,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Place Madeleine Daniélou,17105,6,0,"[48.883498, 2.282015]",2023-04-25T07:45:11+00:00,6,35,42,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Estrapade - Ulm,5012,2,1,"[48.84512772828039, 2.3454568170361734]",2023-04-25T07:39:00+00:00,3,13,16,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Hoche - Tilsitt,8057,9,9,"[48.874836457837, 2.2971323132515]",2023-04-25T07:44:51+00:00,18,14,33,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Jean-François Lépine - Stephenson,18009,0,0,"[48.88611466796807, 2.356855627529275]",2023-04-25T07:43:38+00:00,0,18,22,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Beffroy,22003,14,9,"[48.886591074487995, 2.261394560337067]",2023-04-25T07:45:39+00:00,23,3,26,OUI,OUI,Neuilly-sur-Seine,OUI,2023-04-25T07:58:00.616Z
Marie-Georges Picquart - Pereire,17125,3,0,"[48.88863669349711, 2.3111706599593163]",2023-04-25T07:43:07+00:00,3,29,32,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Sablons - Georges Mandel,16108,2,0,"[48.863875, 2.28189]",2023-04-25T07:40:27+00:00,2,36,38,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Mairie du 11ème,11024,3,5,"[48.858925, 2.3789759]",2023-04-25T07:44:35+00:00,8,40,51,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Théophile Gautier - François Millet,16136,0,15,"[48.85034821320644, 2.273029983043671]",2023-04-25T07:45:16+00:00,15,15,30,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Villette - Belleville,19032,0,0,"[48.8726877314, 2.376461327076]",2023-04-25T07:43:18+00:00,0,47,48,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Marché Secrétan,19022,0,0,"[48.88125496379482, 2.373463287949562]",2023-04-25T07:43:49+00:00,0,25,26,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Larmeroux - Baudelaire,21701,1,5,"[48.816939911292, 2.2809894804846]",2023-04-25T07:43:23+00:00,6,22,29,OUI,OUI,Vanves,OUI,2023-04-25T07:58:00.616Z
Lieutenant Chauré - Etienne Marey,20134,2,0,"[48.86746195408435, 2.405970990657807]",2023-04-25T07:42:19+00:00,2,18,20,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Arche - Léonard de Vinci,24001,10,5,"[48.89790972494496, 2.2383723043644914]",2023-04-25T07:43:23+00:00,15,12,28,OUI,OUI,Courbevoie,OUI,2023-04-25T07:58:00.616Z
Charles de Gaulle - Sablonville,22016,5,4,"[48.87991924860035, 2.2763770446181297]",2023-04-25T07:44:19+00:00,9,17,26,OUI,OUI,Neuilly-sur-Seine,OUI,2023-04-25T07:58:00.616Z
Auguste Cain - Jean Moulin,14136,0,1,"[48.82577028927573, 2.3210415244102482]",2023-04-25T07:43:02+00:00,1,39,40,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Miromesnil - La Boétie,8025,23,12,"[48.87372241291653, 2.315848097205162]",2023-04-25T07:45:41+00:00,35,0,35,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Chemin Vert - Fraternité,32302,1,0,"[48.877141208359035, 2.4461565166711807]",2023-04-25T07:42:50+00:00,1,18,20,OUI,OUI,Romainville,OUI,2023-04-25T07:58:00.616Z
Marseille - Beaurepaire,10014,3,3,"[48.871624306962985, 2.3639265082738348]",2023-04-25T07:45:42+00:00,6,43,55,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Arago - Glacière,13002,4,0,"[48.83486054775774, 2.3445770524322067]",2023-04-25T07:42:45+00:00,4,22,27,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Parmentier - Abel Rabaud,11035,2,0,"[48.86921273836114, 2.371688821240712]",2023-04-25T07:43:39+00:00,2,49,52,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Mairie d'Ivry-sur-Seine,42010,8,23,"[48.81057120969284, 2.3842826485633855]",2023-04-25T07:45:33+00:00,31,21,53,OUI,OUI,Ivry-sur-Seine,OUI,2023-04-25T07:58:00.616Z
Place Paul Eluard,46001,10,7,"[48.7672039733195, 2.4144977331161503]",2023-04-25T07:40:20+00:00,17,2,19,OUI,OUI,Choisy-le-Roi,OUI,2023-04-25T07:58:00.616Z
Pierret - Madrid,22006,14,12,"[48.882976576876565, 2.260125767248034]",2023-04-25T07:42:59+00:00,26,1,28,OUI,OUI,Neuilly-sur-Seine,OUI,2023-04-25T07:58:00.616Z
Reims - Raymond Pitet,17028,2,4,"[48.8888, 2.296319]",2023-04-25T07:42:04+00:00,6,31,37,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Saint-Vincent - Verdun,21301,1,15,"[48.819211549234495, 2.254007756710053]",2023-04-25T07:44:48+00:00,16,18,34,OUI,OUI,Issy-les-Moulineaux,OUI,2023-04-25T07:58:00.616Z
Victoria - Place du Chatelet,1002,5,14,"[48.857992591527, 2.3469167947769]",2023-04-25T07:45:11+00:00,19,0,22,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Seine - Flandre,19029,0,0,"[48.886785741479684, 2.3746193200349808]",2023-04-25T07:41:30+00:00,0,16,19,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Mathurins - Auber,9032,9,19,"[48.872988840744, 2.3294984212276]",2023-04-25T07:44:55+00:00,28,6,36,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Hautpoul - Jean Jaurès,19016,1,0,"[48.886393679436, 2.3865414544355]",2023-04-25T07:45:15+00:00,1,30,32,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
Wilson - Métallurgie,32003,12,8,"[48.909423010092326, 2.3584435880184174]",2023-04-25T07:45:25+00:00,20,7,28,OUI,OUI,Saint-Denis,OUI,2023-04-25T07:58:00.616Z
Madame de Sanzillon - Mozart,21104,9,7,"[48.90379820774301, 2.3187401890754704]",2023-04-25T07:45:13+00:00,16,4,22,OUI,OUI,Clichy,OUI,2023-04-25T07:58:00.616Z
Grand Prieuré - Crussol,11042,2,2,"[48.864660627935, 2.3692265531829]",2023-04-25T07:45:11+00:00,4,42,49,OUI,OUI,Paris,OUI,2023-04-25T07:58:00.616Z
