name,stationcode,ebike,mechanical,coordonnees_geo,duedate,numbikesavailable,numdocksavailable,capacity,is_renting,is_installed,nom_arrondissement_communes,is_returning,record_timestamp
Raspail - Varenne,7004,3,9,"[48.853147816545, 2.3263905197382]",2023-05-17T11:49:21+00:00,12,4,18,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Théâtre des Amandiers - Palais des sports,92002,9,4,"[48.892648526839, 2.2136941552162]",2023-05-17T11:51:35+00:00,13,10,23,OUI,OUI,Nanterre,OUI,2023-05-17T12:41:00.57Z
Italie - Tolbiac,13030,0,1,"[48.82557229464416, 2.3576171323657036]",2023-05-17T11:48:27+00:00,1,18,21,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Serrurier,19027,1,0,"[48.8804934032465, 2.39806417375803]",2023-05-17T11:49:54+00:00,1,17,18,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Raspail Barbès,31028,6,5,"[48.8529945, 2.4247387]",2023-05-17T11:50:24+00:00,11,17,28,OUI,OUI,Montreuil,OUI,2023-05-17T12:41:00.57Z
Jules Guesde - Pont du Port à l'Anglais,44017,5,22,"[48.79628807093802, 2.417212128639221]",2023-05-17T11:52:06+00:00,27,1,29,OUI,OUI,Vitry-sur-Seine,OUI,2023-05-17T12:41:00.57Z
Caire - Dussoubs,2017,2,5,"[48.86785342111862, 2.349364310503006]",2023-05-17T11:52:08+00:00,7,32,40,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Tour d'Auvergne - Rodier,9008,1,1,"[48.879161, 2.343698]",2023-05-17T11:50:15+00:00,2,15,17,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Artois - Berri,8103,19,3,"[48.87393521240818, 2.3064258322119713]",2023-05-17T11:51:58+00:00,22,1,23,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Charlot - Stade Gabriel Voisin,21323,0,0,"[48.827228120536, 2.268122527474]",2023-04-07T06:20:24+00:00,0,0,0,NON,NON,Issy-les-Moulineaux,NON,2023-05-17T12:41:00.57Z
Liard - Amiral Mouchez,14013,1,0,"[48.8214169, 2.342167]",2023-05-17T11:50:15+00:00,1,13,14,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Regnault - Patay,13118,4,47,"[48.82435782216384, 2.377065159380436]",2023-05-17T11:48:29+00:00,51,12,63,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Las Cases - Bourgogne,7011,13,9,"[48.85909110474066, 2.3185685276985173]",2023-05-17T11:49:24+00:00,22,0,22,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Abbeville - Faubourg Poissonnière,9002,0,1,"[48.879223, 2.349147]",2023-05-17T11:45:18+00:00,1,12,14,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Youri Gagarine - Karl Marx,48003,2,3,"[48.78448485079149, 2.35908430069685]",2023-05-17T11:48:49+00:00,5,17,22,OUI,OUI,Villejuif,OUI,2023-05-17T12:41:00.57Z
Faubourg Montmartre - La Fayette,9014,8,17,"[48.87525454905335, 2.340853661298752]",2023-05-17T11:51:31+00:00,25,7,35,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Place Georges Guillaumin,8053,22,4,"[48.874750203956566, 2.301771435325988]",2023-05-17T11:50:34+00:00,26,1,29,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Square Louis XVI,8016,15,11,"[48.87320440102894, 2.323658830743138]",2023-05-17T11:50:21+00:00,26,1,29,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Alexandre Parodi - Quai de Valmy,10162,1,0,"[48.87935941942529, 2.366596162319184]",2023-05-17T11:50:43+00:00,1,22,24,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Granges aux Belles,10115,3,0,"[48.8761373390584, 2.3680844979417]",2023-05-17T11:45:26+00:00,3,22,27,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Dunkerque - Rocroy,10029,1,1,"[48.880726, 2.351464]",2023-05-17T11:52:04+00:00,2,19,24,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Gay Lussac - Saint-Jacques,5005,12,1,"[48.844730256132095, 2.341923944866407]",2023-05-17T11:50:27+00:00,13,11,24,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Gare de l'Est - Faubourg-Saint-Martin,10161,4,1,"[48.875642647477, 2.3594588041306]",2023-05-17T11:51:21+00:00,5,26,32,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Boulangers - Cardinal Lemoine,5022,7,0,"[48.8462904, 2.3521495]",2023-05-17T11:50:37+00:00,7,13,20,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Verger - Colonel Guichard,21328,0,0,"[48.816376985087, 2.2670380088932]",2023-05-17T11:44:01+00:00,0,29,29,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-17T12:41:00.57Z
Place de la République - Voltaire,11046,2,5,"[48.866830968942, 2.3654810339212]",2023-05-17T11:50:39+00:00,7,11,19,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Arsène Houssaye - Friedland,8201,18,3,"[48.874510616163, 2.2994716674148]",2023-05-17T11:49:01+00:00,21,7,29,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Pereire - Ternes,17040,3,4,"[48.87973954830735, 2.288012132048607]",2023-05-17T11:47:22+00:00,7,41,48,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Douai - Bruxelles,9038,0,1,"[48.88320784122797, 2.3308449949028507]",2023-05-17T11:51:53+00:00,1,26,27,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Gare Saint-Lazare - Isly,8009,6,14,"[48.874777677621296, 2.326515804784655]",2023-05-17T11:51:22+00:00,20,5,27,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Ambroise Rendu - Porte Brunet,19105,1,0,"[48.883667, 2.395733]",2023-05-17T11:49:44+00:00,1,15,17,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Gare Rosny-Bois-Perrier,31103,20,10,"[48.88115023337061, 2.480436824262142]",2023-05-17T11:52:07+00:00,30,6,36,OUI,OUI,Rosny-sous-Bois,OUI,2023-05-17T12:41:00.57Z
Porte Pouchet-Bessières,17008,0,3,"[48.8978765, 2.3230632]",2023-05-17T11:51:16+00:00,3,19,23,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Château - République,31706,2,1,"[48.862923800596, 2.4155035614967]",2023-05-17T11:50:50+00:00,3,22,26,OUI,OUI,Bagnolet,OUI,2023-05-17T12:41:00.57Z
Thionville - Ourcq,19015,2,0,"[48.88917613743794, 2.3833653330802917]",2023-05-17T11:49:05+00:00,2,22,24,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Rossini - Laffitte,9022,10,20,"[48.87334627510507, 2.337980867701675]",2023-05-17T11:52:08+00:00,30,1,33,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Argenteuil - Voltaire,26003,3,6,"[48.91864865955558, 2.2814112156629562]",2023-05-17T11:51:42+00:00,9,6,16,OUI,OUI,Asnières-sur-Seine,OUI,2023-05-17T12:41:00.57Z
Legendre - Clichy,17004,3,1,"[48.88896161855884, 2.322528975094376]",2023-05-17T11:51:52+00:00,4,35,40,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Gare de Lyon - Place Louis Armand,12151,10,48,"[48.845515089794, 2.3726498446286]",2023-05-17T11:50:19+00:00,58,0,60,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Pesaro - Préfecture,92007,8,0,"[48.89577046284005, 2.223908342421055]",2023-05-17T11:42:21+00:00,8,14,22,OUI,OUI,Nanterre,OUI,2023-05-17T12:41:00.57Z
Moncey - Blanche,9028,7,4,"[48.88006587474148, 2.3310810327529907]",2023-05-17T11:50:51+00:00,11,5,17,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Gare du Nord - Hôpital Lariboisière,10107,0,2,"[48.881949, 2.352339]",2023-05-17T11:49:03+00:00,2,46,49,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Place de Rhin et Danube,19026,5,0,"[48.88192765861766, 2.392586767673493]",2023-05-17T11:51:33+00:00,5,12,17,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Saint-Maur - Roquette,11023,3,1,"[48.858688774062955, 2.383553994571467]",2023-05-17T11:50:37+00:00,4,41,46,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Place Du Général De Gaulle,31009,3,0,"[48.8687591, 2.4329931]",2023-05-17T11:48:25+00:00,3,22,26,OUI,OUI,Montreuil,OUI,2023-05-17T12:41:00.57Z
Delphine Seyrig - Général Leclerc,19043,2,1,"[48.893923963057865, 2.39790290594101]",2023-05-17T11:51:00+00:00,3,48,53,OUI,OUI,Pantin,OUI,2023-05-17T12:41:00.57Z
Panthéon - Valette,5032,20,2,"[48.84702057165222, 2.3464982619671075]",2023-05-17T11:50:51+00:00,22,17,39,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Cimetière de Montrouge,14020,2,1,"[48.822009, 2.322188699]",2023-05-17T11:46:48+00:00,3,54,58,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Pyrénées - Emmery,20042,0,0,"[48.872010281270974, 2.392039597034455]",2023-05-17T11:46:02+00:00,0,40,40,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Desaix - Edgar Faure,15067,4,7,"[48.852804604940296, 2.293077029857222]",2023-05-17T11:50:36+00:00,11,1,12,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Gare RER - Canadiens,43401,8,21,"[48.81995307955795, 2.464176752459464]",2023-05-17T11:51:06+00:00,29,16,45,OUI,OUI,Joinville-le-Pont,OUI,2023-05-17T12:41:00.57Z
Saint-Ambroise - Parmentier,11027,1,3,"[48.862147844548, 2.3772348091006]",2023-05-17T11:47:51+00:00,4,32,38,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Rouget de Lisle,46002,6,19,"[48.764615483395254, 2.4071189761161804]",2023-05-17T11:51:40+00:00,25,10,35,OUI,OUI,Choisy-le-Roi,OUI,2023-05-17T12:41:00.57Z
Récollets - Square Villemin,10016,1,1,"[48.875034655883944, 2.359801238597928]",2023-05-17T11:50:15+00:00,2,15,17,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Charles de Gaulle - Beauté,41302,17,3,"[48.83649602312711, 2.479562651149885]",2023-05-17T11:51:03+00:00,20,29,49,OUI,OUI,Nogent-sur-Marne,OUI,2023-05-17T12:41:00.57Z
Marne - Germain Dardan,21212,2,1,"[48.81154270401601, 2.303070724010468]",2023-05-17T11:46:34+00:00,3,19,22,OUI,OUI,Montrouge,OUI,2023-05-17T12:41:00.57Z
Mutualité,5018,2,28,"[48.848225572724, 2.3502873256803]",2023-05-17T11:52:09+00:00,30,5,37,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Anatole France - President Roosevelt,33017,1,3,"[48.9155156, 2.3814103]",2023-05-17T11:50:16+00:00,4,23,29,OUI,OUI,Aubervilliers,OUI,2023-05-17T12:41:00.57Z
Henry Farman,15042,6,8,"[48.83372430280548, 2.2713854536414146]",2023-05-17T11:49:56+00:00,14,2,16,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Port-Royal - Hôpital du Val-de-Grâce,13001,8,1,"[48.837668272811, 2.3448138346607]",2023-05-17T11:51:46+00:00,9,8,18,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Grands Moulins de Pantin,19044,10,5,"[48.89738369720229, 2.3959985375404362]",2023-05-17T11:49:16+00:00,15,35,50,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Gabriel Péri - Francisco Ferrer,33102,4,0,"[48.88633710236977, 2.407338917255402]",2023-05-17T11:50:06+00:00,4,13,18,OUI,OUI,Le Pré-Saint-Gervais,OUI,2023-05-17T12:41:00.57Z
Place de la Reine Astrid,8045,31,23,"[48.86492098253841, 2.302549182385926]",2023-05-17T11:52:08+00:00,54,2,58,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Roger Salengro - Fontainebleau,42706,4,2,"[48.814548697325, 2.3611663654447]",2023-05-17T11:49:08+00:00,6,19,25,OUI,OUI,Le Kremlin-Bicêtre,OUI,2023-05-17T12:41:00.57Z
Hôpital Européen Georges Pompidou,15104,9,47,"[48.83769531916335, 2.275374233722687]",2023-05-17T11:51:58+00:00,56,8,64,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Concorde - Stalingrad,44006,10,2,"[48.7985844, 2.3821302]",2023-05-17T11:51:32+00:00,12,23,35,OUI,OUI,Vitry-sur-Seine,OUI,2023-05-17T12:41:00.57Z
Saint-Jacques - Val de Grâce,5004,3,1,"[48.8417514, 2.3413893]",2023-05-17T11:49:00+00:00,4,11,19,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Cimetière de Fontenay-sous-Bois,41209,6,0,"[48.84706173362218, 2.4787822365760808]",2023-05-17T11:48:24+00:00,6,9,15,OUI,OUI,Fontenay-sous-Bois,OUI,2023-05-17T12:41:00.57Z
Championnet - Vauvenargues,18028,2,3,"[48.89401874744574, 2.3319872841238976]",2023-05-17T11:48:58+00:00,5,27,33,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Grenelle - Violet,15106,1,32,"[48.84993035512154, 2.294612042605877]",2023-05-17T11:50:55+00:00,33,2,35,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Erasme - Ulm,5124,10,0,"[48.84264375274712, 2.3445946723222733]",2023-05-17T11:51:55+00:00,10,14,24,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Marc Sangnier - Porte de Vanves,14106,0,0,"[48.825218683556734, 2.3107116669416428]",2023-05-17T11:45:08+00:00,0,20,21,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Etienne Jodelle - Saint Ouen,18046,3,0,"[48.88794016394694, 2.326124420314341]",2023-05-17T11:51:48+00:00,3,25,33,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Bertie Albrecht - Hoche,8054,14,12,"[48.87614039826388, 2.301303138307601]",2023-05-17T11:51:41+00:00,26,6,32,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Sibelle - Alésia,14012,0,1,"[48.826701758539215, 2.3384983465075493]",2023-05-17T11:49:53+00:00,1,24,25,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Hôtel de Ville de Boulogne Billancourt,21005,4,3,"[48.83495885166784, 2.2416803240776066]",2023-05-17T11:51:07+00:00,7,19,26,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-17T12:41:00.57Z
Hoche - Jean Lolive,35010,4,1,"[48.89110239200789, 2.402843534946442]",2023-05-17T11:50:59+00:00,5,18,24,OUI,OUI,Pantin,OUI,2023-05-17T12:41:00.57Z
Place Robert Guillemard,15110,3,15,"[48.836191728066666, 2.2811267160086417]",2023-05-17T11:47:00+00:00,18,4,24,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Edouard Tremblay - Julian Grimaux,44013,3,0,"[48.781383825117, 2.3723508417606]",2023-05-17T11:52:09+00:00,3,27,30,OUI,OUI,Vitry-sur-Seine,OUI,2023-05-17T12:41:00.57Z
François Debergue - Croix de Chavaux,31008,3,2,"[48.857421708072074, 2.437578141689301]",2023-05-17T11:51:34+00:00,5,51,57,OUI,OUI,Montreuil,OUI,2023-05-17T12:41:00.57Z
Lakanal - Commerce,15034,2,41,"[48.84442462786544, 2.294059172272682]",2023-05-17T11:51:31+00:00,43,8,53,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Carnot - Pâquerettes,41404,6,12,"[48.79592939432515, 2.4261841177940373]",2023-05-17T11:51:03+00:00,18,6,26,OUI,OUI,Alfortville,OUI,2023-05-17T12:41:00.57Z
Karl Marx,48010,0,2,"[48.784527937293184, 2.3646667979455587]",2023-05-17T11:51:51+00:00,2,14,16,OUI,OUI,Villejuif,OUI,2023-05-17T12:41:00.57Z
Tertres - Fontaine,22203,2,1,"[48.787553654715644, 2.306235730648041]",2023-05-17T11:50:54+00:00,3,25,28,OUI,OUI,Bagneux,OUI,2023-05-17T12:41:00.57Z
Raspail - Manufacture des Oeillets,42021,1,19,"[48.8094458, 2.3903009]",2023-05-17T11:51:00+00:00,20,12,32,OUI,OUI,Ivry-sur-Seine,OUI,2023-05-17T12:41:00.57Z
Cossonnerie - Sébastopol,1119,8,6,"[48.86132665908402, 2.349419631063938]",2023-05-17T11:51:19+00:00,14,6,24,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Cujas - Saint-Michel,5106,12,3,"[48.848191348584, 2.341831654854]",2023-05-17T11:49:58+00:00,15,2,19,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Louis Lumière - Porte de Bagnolet,20115,0,0,"[48.86431136000005, 2.4105210229754443]",2023-05-17T11:48:23+00:00,0,20,20,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Victoire - Chaussée d'Antin,9116,5,15,"[48.875065791004396, 2.3316738009452824]",2023-05-17T11:50:33+00:00,20,2,24,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Victor Hugo - Galliéni,21008,7,12,"[48.83802015441127, 2.2460845112800603]",2023-05-17T11:49:23+00:00,19,14,34,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-17T12:41:00.57Z
Richard Lenoir - Jean-Pierre Timbaud,11039,1,1,"[48.86580427668637, 2.369337074966926]",2023-05-17T11:50:17+00:00,2,34,36,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Legendre - Dulong,17013,3,0,"[48.885325169402904, 2.316423766314984]",2023-05-17T11:50:20+00:00,3,19,23,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Galilée - Kléber,16008,17,1,"[48.86741186571367, 2.290781380114821]",2023-05-17T11:51:41+00:00,18,13,32,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Square du Théâtre du Garde-Chasse,32604,1,0,"[48.881287375060616, 2.420119643211365]",2023-05-17T11:52:00+00:00,1,48,50,OUI,OUI,Les Lilas,OUI,2023-05-17T12:41:00.57Z
Général De Gaulle - Alouette,41601,2,0,"[48.839109, 2.4175664]",2023-05-17T11:48:27+00:00,2,23,26,OUI,OUI,Saint-Mandé,OUI,2023-05-17T12:41:00.57Z
Place Madeleine Daniélou,17105,4,23,"[48.883498, 2.282015]",2023-05-17T11:49:59+00:00,27,15,42,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Cauchy - Cévennes,15103,0,48,"[48.8433725710224, 2.275132834911347]",2023-05-17T11:49:44+00:00,48,3,51,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Beffroy,22003,13,9,"[48.886591074487995, 2.261394560337067]",2023-05-17T11:47:31+00:00,22,3,26,OUI,OUI,Neuilly-sur-Seine,OUI,2023-05-17T12:41:00.57Z
Molitor - Chardon-Lagache,16038,16,6,"[48.84520880183234, 2.2656840831041336]",2023-05-17T11:51:23+00:00,22,11,34,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Marie-Georges Picquart - Pereire,17125,2,1,"[48.88863669349711, 2.3111706599593163]",2023-05-17T11:50:54+00:00,3,28,32,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Sablons - Georges Mandel,16108,4,1,"[48.863875, 2.28189]",2023-05-17T11:47:48+00:00,5,32,38,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Mairie du 11ème,11024,4,3,"[48.858925, 2.3789759]",2023-05-17T11:52:08+00:00,7,41,51,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Théophile Gautier - François Millet,16136,5,20,"[48.85034821320644, 2.273029983043671]",2023-05-17T11:50:06+00:00,25,4,30,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Marché Secrétan,19022,2,0,"[48.88125496379482, 2.373463287949562]",2023-05-17T11:51:40+00:00,2,21,26,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Arche - Léonard de Vinci,24001,10,11,"[48.89790972494496, 2.2383723043644914]",2023-05-17T11:51:43+00:00,21,6,28,OUI,OUI,Courbevoie,OUI,2023-05-17T12:41:00.57Z
Charles de Gaulle - Sablonville,22016,1,5,"[48.87991924860035, 2.2763770446181297]",2023-05-17T11:45:09+00:00,6,19,26,OUI,OUI,Neuilly-sur-Seine,OUI,2023-05-17T12:41:00.57Z
Marseille - Beaurepaire,10014,4,5,"[48.871624306962985, 2.3639265082738348]",2023-05-17T11:51:16+00:00,9,43,55,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Arago - Glacière,13002,3,4,"[48.83486054775774, 2.3445770524322067]",2023-05-17T11:49:47+00:00,7,20,27,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Parmentier - Abel Rabaud,11035,1,1,"[48.86921273836114, 2.371688821240712]",2023-05-17T11:51:36+00:00,2,50,52,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Mairie d'Ivry-sur-Seine,42010,4,30,"[48.81057120969284, 2.3842826485633855]",2023-05-17T11:48:50+00:00,34,19,53,OUI,OUI,Ivry-sur-Seine,OUI,2023-05-17T12:41:00.57Z
Place Paul Eluard,46001,6,11,"[48.7672039733195, 2.4144977331161503]",2023-05-17T11:51:28+00:00,17,1,19,OUI,OUI,Choisy-le-Roi,OUI,2023-05-17T12:41:00.57Z
Exelmans - Michel-Ange,16040,1,11,"[48.84309486651855, 2.2597770800669053]",2023-05-17T11:51:33+00:00,12,21,33,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Pierret - Madrid,22006,11,13,"[48.882976576876565, 2.260125767248034]",2023-05-17T11:51:36+00:00,24,4,28,OUI,OUI,Neuilly-sur-Seine,OUI,2023-05-17T12:41:00.57Z
Reims - Raymond Pitet,17028,2,1,"[48.8888, 2.296319]",2023-05-17T11:48:49+00:00,3,34,37,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Victoria - Place du Chatelet,1002,9,6,"[48.857992591527, 2.3469167947769]",2023-05-17T11:52:06+00:00,15,6,22,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
Madame de Sanzillon - Mozart,21104,1,10,"[48.90379820774301, 2.3187401890754704]",2023-05-17T11:48:46+00:00,11,9,22,OUI,OUI,Clichy,OUI,2023-05-17T12:41:00.57Z
Grand Prieuré - Crussol,11042,0,1,"[48.864660627935, 2.3692265531829]",2023-05-17T11:50:09+00:00,1,46,49,OUI,OUI,Paris,OUI,2023-05-17T12:41:00.57Z
