name,stationcode,ebike,mechanical,coordonnees_geo,duedate,numbikesavailable,numdocksavailable,capacity,is_renting,is_installed,nom_arrondissement_communes,is_returning,record_timestamp
Las Cases - Bourgogne,7011,0,4,"[48.85909110474066, 2.3185685276985173]",2023-05-19T16:56:50+00:00,4,17,22,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Youri Gagarine - Karl Marx,48003,3,0,"[48.78448485079149, 2.35908430069685]",2023-05-19T16:56:22+00:00,3,19,22,OUI,OUI,Villejuif,OUI,2023-05-19T17:50:00.732Z
Octave Feuillet - Albéric Magnard,16110,1,0,"[48.86106902949534, 2.2730283066630363]",2023-05-19T16:56:24+00:00,1,18,21,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Ney - Porte de Clignancourt,18134,2,0,"[48.8978867, 2.3458001]",2023-05-19T16:57:40+00:00,2,22,25,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Square Louis XVI,8016,5,13,"[48.87320440102894, 2.323658830743138]",2023-05-19T16:53:09+00:00,18,10,29,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Alexandre Parodi - Quai de Valmy,10162,4,1,"[48.87935941942529, 2.366596162319184]",2023-05-19T16:58:32+00:00,5,16,24,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Dunkerque - Rocroy,10029,2,0,"[48.880726, 2.351464]",2023-05-19T16:55:13+00:00,2,21,24,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Gay Lussac - Saint-Jacques,5005,9,3,"[48.844730256132095, 2.341923944866407]",2023-05-19T16:58:36+00:00,12,12,24,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Boudreau - Auber,9106,4,5,"[48.87219, 2.329423]",2023-05-19T16:58:41+00:00,9,4,14,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Verger - Colonel Guichard,21328,0,0,"[48.816376985087, 2.2670380088932]",2023-05-19T16:50:40+00:00,0,28,29,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-19T17:50:00.732Z
Place de la République - Voltaire,11046,6,8,"[48.866830968942, 2.3654810339212]",2023-05-19T16:58:03+00:00,14,3,19,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Arsène Houssaye - Friedland,8201,2,0,"[48.874510616163, 2.2994716674148]",2023-05-19T16:56:40+00:00,2,26,29,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Douai - Bruxelles,9038,0,1,"[48.88320784122797, 2.3308449949028507]",2023-05-19T16:58:33+00:00,1,25,27,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Gare Rosny-Bois-Perrier,31103,23,7,"[48.88115023337061, 2.480436824262142]",2023-05-19T16:57:35+00:00,30,5,36,OUI,OUI,Rosny-sous-Bois,OUI,2023-05-19T17:50:00.732Z
Legendre - Clichy,17004,6,2,"[48.88896161855884, 2.322528975094376]",2023-05-19T16:55:46+00:00,8,31,40,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Quai de la Seine,19003,9,8,"[48.884492238407525, 2.3703941702842717]",2023-05-19T16:58:48+00:00,17,5,24,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Lisbonne - Monceau,8036,3,2,"[48.87745567681383, 2.309694221419506]",2023-05-19T16:58:48+00:00,5,27,33,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Ranelagh - Mozart,16026,0,1,"[48.8554439, 2.2704418]",2023-05-19T16:55:44+00:00,1,21,23,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Moncey - Blanche,9028,1,1,"[48.88006587474148, 2.3310810327529907]",2023-05-19T16:52:04+00:00,2,13,17,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Belidor - Gouvion-Saint-Cyr,17043,2,2,"[48.88022154052015, 2.2854680567979813]",2023-05-19T16:57:52+00:00,4,35,39,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Place de Rhin et Danube,19026,1,0,"[48.88192765861766, 2.392586767673493]",2023-05-19T16:55:03+00:00,1,16,17,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Exelmans - Versailles,16039,4,11,"[48.84097491091973, 2.264390252530575]",2023-05-19T16:54:59+00:00,15,32,49,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Saint-Maur - Roquette,11023,1,0,"[48.858688774062955, 2.383553994571467]",2023-05-19T16:57:24+00:00,1,44,46,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Place Du Général De Gaulle,31009,3,0,"[48.8687591, 2.4329931]",2023-05-19T16:55:45+00:00,3,23,26,OUI,OUI,Montreuil,OUI,2023-05-19T17:50:00.732Z
Cimetière de Montmartre,18003,0,0,"[48.886472466141925, 2.3328901827335358]",2023-05-19T16:58:14+00:00,0,43,43,NON,OUI,Paris,NON,2023-05-19T17:50:00.732Z
Claude Decaen - Cannebière,12111,0,2,"[48.83761417037952, 2.397253782195704]",2023-05-19T16:56:24+00:00,2,22,27,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Amelot - Saint-Sébastien,11047,4,9,"[48.86114216276092, 2.367799618107727]",2023-05-19T16:58:41+00:00,13,16,30,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Desaix - Edgar Faure,15067,3,7,"[48.852804604940296, 2.293077029857222]",2023-05-19T16:54:53+00:00,10,2,12,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Redoute - Les Courtilles,26002,2,1,"[48.92986719451888, 2.283669635653496]",2023-05-19T16:50:26+00:00,3,29,32,OUI,OUI,Asnières-sur-Seine,OUI,2023-05-19T17:50:00.732Z
Notre-Dame-des-Champs - Stanislas,6006,0,0,"[48.84479928858768, 2.329337755887181]",2023-05-19T16:56:19+00:00,0,17,19,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Liège - Moscou,8010,3,0,"[48.8795431, 2.3264628]",2023-05-19T16:55:24+00:00,3,14,17,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Mairie de Montreuil,31022,10,11,"[48.86131452758348, 2.440614402294159]",2023-05-19T16:58:43+00:00,21,29,52,OUI,OUI,Montreuil,OUI,2023-05-19T17:50:00.732Z
Square Simon Bolivar,19101,5,1,"[48.8750898883217, 2.3826304078102116]",2023-05-19T16:58:44+00:00,6,18,24,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Rouget de Lisle,46002,7,18,"[48.764615483395254, 2.4071189761161804]",2023-05-19T16:53:59+00:00,25,8,35,OUI,OUI,Choisy-le-Roi,OUI,2023-05-19T17:50:00.732Z
Richard Lenoir - Republique,11113,2,6,"[48.8667175, 2.3692541]",2023-05-19T16:56:13+00:00,8,48,58,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Charles de Gaulle - Beauté,41302,11,7,"[48.83649602312711, 2.479562651149885]",2023-05-19T16:57:37+00:00,18,30,49,OUI,OUI,Nogent-sur-Marne,OUI,2023-05-19T17:50:00.732Z
Mutualité,5018,4,28,"[48.848225572724, 2.3502873256803]",2023-05-19T16:57:04+00:00,32,0,37,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Anatole France - President Roosevelt,33017,3,1,"[48.9155156, 2.3814103]",2023-05-19T16:57:17+00:00,4,24,29,OUI,OUI,Aubervilliers,OUI,2023-05-19T17:50:00.732Z
Jourdain - Place des Grandes Rigoles,20112,1,0,"[48.87403113727167, 2.38959476351738]",2023-05-19T16:57:27+00:00,1,19,22,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Pajol - Place Herbert,18011,6,0,"[48.8927825, 2.3635598]",2023-05-19T16:53:44+00:00,6,33,39,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Fontenay - Libération,43008,7,0,"[48.84780306364685, 2.445141971111298]",2023-05-19T16:54:34+00:00,7,18,25,OUI,OUI,Vincennes,OUI,2023-05-19T17:50:00.732Z
Gabriel Péri - Francisco Ferrer,33102,0,0,"[48.88633710236977, 2.407338917255402]",2023-05-19T16:57:35+00:00,0,18,18,OUI,OUI,Le Pré-Saint-Gervais,OUI,2023-05-19T17:50:00.732Z
Place de la Reine Astrid,8045,0,21,"[48.86492098253841, 2.302549182385926]",2023-05-19T16:58:26+00:00,21,33,58,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Roger Salengro - Fontainebleau,42706,1,0,"[48.814548697325, 2.3611663654447]",2023-05-19T16:54:06+00:00,1,24,25,OUI,OUI,Le Kremlin-Bicêtre,OUI,2023-05-19T17:50:00.732Z
Fédération - Suffren,15105,2,9,"[48.852828153442346, 2.2978776320815086]",2023-05-19T16:58:32+00:00,11,11,25,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Carducci - Place Hannah Arendt,19120,2,0,"[48.877436681515796, 2.3860743641853337]",2023-05-19T16:58:25+00:00,2,25,27,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Saint-Jacques - Val de Grâce,5004,2,0,"[48.8417514, 2.3413893]",2023-05-19T16:58:16+00:00,2,15,19,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Manin - Carrières d'Amérique,19103,1,0,"[48.88467214209463, 2.3919698596000676]",2023-05-19T16:55:31+00:00,1,19,20,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Victor Hugo - Jeanne Jugan,12114,3,2,"[48.843949064031825, 2.415081394834419]",2023-05-19T16:56:51+00:00,5,21,28,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Buisson Saint-Louis - Saint-Maur,10024,3,3,"[48.87174684930295, 2.3722528328789854]",2023-05-19T16:58:28+00:00,6,11,19,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Place Albert Kahn,18031,3,2,"[48.8957969797804, 2.345585584134864]",2023-05-19T16:56:48+00:00,5,39,46,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Rocher - Laborde,8017,2,8,"[48.87590240712654, 2.322616316378116]",2023-05-19T16:51:04+00:00,10,52,65,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Mouton Duvernet - Général Leclerc,14008,1,2,"[48.831632518292565, 2.3293121159076686]",2023-05-19T16:56:02+00:00,3,35,39,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Erasme - Ulm,5124,0,0,"[48.84264375274712, 2.3445946723222733]",2023-05-19T16:54:25+00:00,0,23,24,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Etienne Jodelle - Saint Ouen,18046,0,1,"[48.88794016394694, 2.326124420314341]",2023-05-19T16:57:32+00:00,1,28,33,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Guy Môquet - Etienne Dolet,22406,1,1,"[48.81527009991819, 2.298078276995073]",2023-05-19T16:57:16+00:00,2,21,23,OUI,OUI,Malakoff,OUI,2023-05-19T17:50:00.732Z
Jean Jaurès - Presles,35002,7,7,"[48.90713441498779, 2.396005728053061]",2023-05-19T16:58:43+00:00,14,15,30,OUI,OUI,Pantin,OUI,2023-05-19T17:50:00.732Z
Chabanais - Petits Champs,2111,2,10,"[48.86703740186721, 2.336716018617153]",2023-05-19T16:58:35+00:00,12,17,30,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Marcadet - Barbès,18022,4,1,"[48.890451120965, 2.3490573929687]",2023-05-19T16:56:32+00:00,5,30,37,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Molière - République,21209,0,1,"[48.81111581390707, 2.3145738624448158]",2023-05-19T16:51:06+00:00,1,28,30,OUI,OUI,Montrouge,OUI,2023-05-19T17:50:00.732Z
Hoche - Jean Lolive,35010,6,2,"[48.89110239200789, 2.402843534946442]",2023-05-19T16:58:45+00:00,8,14,24,OUI,OUI,Pantin,OUI,2023-05-19T17:50:00.732Z
Place Robert Guillemard,15110,1,13,"[48.836191728066666, 2.2811267160086417]",2023-05-19T16:57:49+00:00,14,9,24,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Marcelin Berthelot,21006,0,16,"[48.8415473058801, 2.233161628246308]",2023-05-19T16:53:34+00:00,16,8,27,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-19T17:50:00.732Z
François Debergue - Croix de Chavaux,31008,4,2,"[48.857421708072074, 2.437578141689301]",2023-05-19T16:55:44+00:00,6,48,57,OUI,OUI,Montreuil,OUI,2023-05-19T17:50:00.732Z
Lakanal - Commerce,15034,3,13,"[48.84442462786544, 2.294059172272682]",2023-05-19T16:58:40+00:00,16,36,53,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Tertres - Fontaine,22203,2,0,"[48.787553654715644, 2.306235730648041]",2023-05-19T16:56:52+00:00,2,26,28,OUI,OUI,Bagneux,OUI,2023-05-19T17:50:00.732Z
Gare Rer de Fontenay sous Bois,41202,9,5,"[48.8436279, 2.4630465]",2023-05-19T16:58:27+00:00,14,47,61,OUI,OUI,Fontenay-sous-Bois,OUI,2023-05-19T17:50:00.732Z
Cossonnerie - Sébastopol,1119,6,11,"[48.86132665908402, 2.349419631063938]",2023-05-19T16:58:07+00:00,17,4,24,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Marcelle - Thalie,35020,2,0,"[48.8835462, 2.4137883]",2023-05-19T16:58:18+00:00,2,16,20,OUI,OUI,Pantin,OUI,2023-05-19T17:50:00.732Z
Cujas - Saint-Michel,5106,10,1,"[48.848191348584, 2.341831654854]",2023-05-19T16:58:45+00:00,11,5,19,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Louis Lumière - Porte de Bagnolet,20115,2,0,"[48.86431136000005, 2.4105210229754443]",2023-05-19T16:58:48+00:00,2,18,20,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Victor Hugo - Galliéni,21008,0,3,"[48.83802015441127, 2.2460845112800603]",2023-05-19T16:57:34+00:00,3,30,34,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-19T17:50:00.732Z
Quai Panhard et Levassor,13050,3,41,"[48.82837482809675, 2.384273745805574]",2023-05-19T16:57:19+00:00,44,12,57,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Square du Théâtre du Garde-Chasse,32604,2,1,"[48.881287375060616, 2.420119643211365]",2023-05-19T16:52:46+00:00,3,47,50,OUI,OUI,Les Lilas,OUI,2023-05-19T17:50:00.732Z
Général De Gaulle - Alouette,41601,9,9,"[48.839109, 2.4175664]",2023-05-19T16:57:16+00:00,18,7,26,OUI,OUI,Saint-Mandé,OUI,2023-05-19T17:50:00.732Z
Joseph Liouville - Croix Nivert,15021,3,44,"[48.844835471244416, 2.297508493065834]",2023-05-19T16:57:38+00:00,47,16,64,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Place Madeleine Daniélou,17105,1,6,"[48.883498, 2.282015]",2023-05-19T16:58:01+00:00,7,35,42,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Estrapade - Ulm,5012,2,0,"[48.84512772828039, 2.3454568170361734]",2023-05-19T16:56:07+00:00,2,13,16,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Hoche - Tilsitt,8057,3,1,"[48.874836457837, 2.2971323132515]",2023-05-19T16:51:26+00:00,4,27,33,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Cauchy - Cévennes,15103,5,37,"[48.8433725710224, 2.275132834911347]",2023-05-19T16:57:13+00:00,42,8,51,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Molitor - Chardon-Lagache,16038,4,6,"[48.84520880183234, 2.2656840831041336]",2023-05-19T16:54:55+00:00,10,24,34,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Abbé Carton - Plantes,14110,1,0,"[48.827673823165846, 2.320918142795563]",2023-05-19T16:57:16+00:00,1,22,25,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Sablons - Georges Mandel,16108,0,2,"[48.863875, 2.28189]",2023-05-19T16:52:52+00:00,2,36,38,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Mairie du 11ème,11024,4,9,"[48.858925, 2.3789759]",2023-05-19T16:57:48+00:00,13,35,51,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Villette - Belleville,19032,21,4,"[48.8726877314, 2.376461327076]",2023-05-19T16:57:51+00:00,25,19,48,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Marché Secrétan,19022,1,0,"[48.88125496379482, 2.373463287949562]",2023-05-19T16:56:54+00:00,1,25,26,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Miromesnil - La Boétie,8025,3,10,"[48.87372241291653, 2.315848097205162]",2023-05-19T16:48:53+00:00,13,21,35,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Parmentier - Abel Rabaud,11035,1,2,"[48.86921273836114, 2.371688821240712]",2023-05-19T16:58:09+00:00,3,49,52,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Parc Georges Brassens - Brancion,15046,3,1,"[48.83227829269761, 2.3022570088505745]",2023-05-19T16:58:04+00:00,4,25,29,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Place Paul Eluard,46001,7,9,"[48.7672039733195, 2.4144977331161503]",2023-05-19T16:58:21+00:00,16,3,19,OUI,OUI,Choisy-le-Roi,OUI,2023-05-19T17:50:00.732Z
Exelmans - Michel-Ange,16040,4,14,"[48.84309486651855, 2.2597770800669053]",2023-05-19T16:58:33+00:00,18,15,33,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Saint-Vincent - Verdun,21301,2,17,"[48.819211549234495, 2.254007756710053]",2023-05-19T16:56:58+00:00,19,15,34,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-19T17:50:00.732Z
Victoria - Place du Chatelet,1002,9,6,"[48.857992591527, 2.3469167947769]",2023-05-19T16:57:50+00:00,15,7,22,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Mathurins - Auber,9032,1,18,"[48.872988840744, 2.3294984212276]",2023-05-19T16:58:32+00:00,19,14,36,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Hautpoul - Jean Jaurès,19016,5,2,"[48.886393679436, 2.3865414544355]",2023-05-19T16:58:17+00:00,7,24,32,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Madame de Sanzillon - Mozart,21104,0,5,"[48.90379820774301, 2.3187401890754704]",2023-05-19T16:53:41+00:00,5,14,22,OUI,OUI,Clichy,OUI,2023-05-19T17:50:00.732Z
Square d'Anvers,9005,2,0,"[48.882633484311, 2.3448844062122]",2023-05-19T16:57:50+00:00,2,31,33,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Saint-Germain - Thenard,5123,5,17,"[48.850571, 2.3471015]",2023-05-19T16:57:38+00:00,22,5,31,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Quai du docteur Dervaux,26013,0,0,"[48.910482, 2.297998]",2023-01-18T08:46:16+00:00,0,26,26,NON,NON,Asnières-sur-Seine,NON,2023-05-19T17:50:00.732Z
Gare Arcueil - Cachan,42301,6,6,"[48.799824, 2.328171]",2023-05-19T16:54:21+00:00,12,13,26,OUI,OUI,Arcueil,OUI,2023-05-19T17:50:00.732Z
Marignan - Champs-Elysées,8013,5,1,"[48.869495661232, 2.3066138139003]",2023-05-19T16:57:49+00:00,6,28,35,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Gare RER de Gentilly,42504,1,1,"[48.814280450380224, 2.3410347104072575]",2023-05-19T16:56:19+00:00,2,27,30,OUI,OUI,Gentilly,OUI,2023-05-19T17:50:00.732Z
Place Jean Ferrat,42015,3,7,"[48.8184945213025, 2.3744174838066106]",2023-05-19T16:58:23+00:00,10,15,25,OUI,OUI,Ivry-sur-Seine,OUI,2023-05-19T17:50:00.732Z
Stalingrad - Désiré Chevalier,31010,6,1,"[48.85670169739857, 2.445072233676911]",2023-05-19T16:51:16+00:00,7,35,42,OUI,OUI,Montreuil,OUI,2023-05-19T17:50:00.732Z
Saint-Jacques - Soufflot,5006,0,0,"[48.8465255, 2.343099]",2018-06-06T06:42:14+00:00,0,0,0,NON,OUI,Paris,NON,2023-05-19T17:50:00.732Z
Flandre - Alphonse Karr,19008,7,0,"[48.89465, 2.381868]",2023-05-19T16:57:54+00:00,7,18,25,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Hôtel de Ville de Nanterre,92008,17,5,"[48.892371898250424, 2.205548956990242]",2023-05-19T16:56:55+00:00,22,15,38,OUI,OUI,Nanterre,OUI,2023-05-19T17:50:00.732Z
Victor Hugo - Ecoles,41402,1,12,"[48.80476007936134, 2.4180373930262093]",2023-05-19T16:56:28+00:00,13,11,25,OUI,OUI,Alfortville,OUI,2023-05-19T17:50:00.732Z
Hôpital Bégin,43003,11,3,"[48.84571672113014, 2.4272462725639348]",2023-05-19T16:57:08+00:00,14,10,26,OUI,OUI,Vincennes,OUI,2023-05-19T17:50:00.732Z
Charonne - Faubourg Saint-Antoine,11004,8,23,"[48.852191909696, 2.3740932717919]",2023-05-19T16:57:41+00:00,31,1,34,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Jules Ferry - Faubourg du Temple Paris,11036,9,11,"[48.868397, 2.3678933]",2023-05-19T16:58:03+00:00,20,35,58,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
Stephenson - Doudeauville,18012,4,1,"[48.888537048944826, 2.3561610281467438]",2023-05-19T16:54:53+00:00,5,28,36,OUI,OUI,Paris,OUI,2023-05-19T17:50:00.732Z
