name,stationcode,ebike,mechanical,coordonnees_geo,duedate,numbikesavailable,numdocksavailable,capacity,is_renting,is_installed,nom_arrondissement_communes,is_returning,record_timestamp
Bois de Vincennes - Gare,41301,12,18,"[48.836022242886884, 2.4708339950830287]",2023-05-11T06:31:04+00:00,30,19,50,OUI,OUI,Nogent-sur-Marne,OUI,2023-05-11T07:32:00.656Z
Beaux-Arts - Bonaparte,6021,2,4,"[48.856451985395786, 2.334851883351803]",2023-05-11T06:29:41+00:00,6,14,20,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Silly - Galliéni,21010,2,3,"[48.835583838706, 2.2325500845909]",2023-05-11T06:31:53+00:00,5,20,25,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-11T07:32:00.656Z
Grande Armée - Brunel,17038,15,2,"[48.876116, 2.288124]",2023-05-11T06:28:19+00:00,17,43,62,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Square Boucicaut,7003,5,9,"[48.851296433665276, 2.325061820447445]",2023-05-11T06:30:09+00:00,14,46,60,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Vaneau - Sèvres,7002,4,8,"[48.84856323305935, 2.3204218259345537]",2023-05-11T06:33:21+00:00,12,20,35,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Guersant - Gouvion-Saint-Cyr,17041,5,2,"[48.88287775178599, 2.287667370814871]",2023-05-11T06:32:44+00:00,7,28,36,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Jouffroy d'Abbans - Wagram,17026,3,0,"[48.881973298352, 2.301132157445]",2023-05-11T06:23:22+00:00,3,20,40,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Thouin - Cardinal Lemoine,5016,0,1,"[48.84504716661511, 2.3494647851273465]",2023-05-11T06:31:42+00:00,1,16,17,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Boétie - Ponthieu,8050,14,18,"[48.871417284355, 2.3076787590981]",2023-05-11T06:30:18+00:00,32,1,33,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Le Brix et Mesmin - Jourdan,14108,1,0,"[48.82234096593411, 2.327861653302471]",2023-05-11T06:32:31+00:00,1,20,21,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Romainville - Vaillant-Couturier,31024,5,1,"[48.86785, 2.446748]",2023-05-11T06:33:01+00:00,6,31,38,OUI,OUI,Montreuil,OUI,2023-05-11T07:32:00.656Z
Bir Hakeim,15026,2,22,"[48.853844054333514, 2.289705348222022]",2023-05-11T06:31:44+00:00,24,7,33,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Cambrai - Benjamin Constant,19033,5,8,"[48.89594736851349, 2.381133802246315]",2023-05-11T06:32:36+00:00,13,28,43,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Moulin de Pierre - Abbé Grégoire,21326,1,0,"[48.822036188382, 2.2754641655975]",2023-05-11T06:32:51+00:00,1,19,20,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-11T07:32:00.656Z
Ramponeau - Belleville,20143,1,1,"[48.871031137596, 2.379056852114]",2023-05-11T06:33:03+00:00,2,41,44,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Saint-Cloud - Hippodrome,16138,2,0,"[48.85772148887421, 2.2549109905958176]",2023-05-11T06:32:14+00:00,2,28,30,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Louis Lejeune - Barbès,21216,6,6,"[48.81807418981508, 2.3267009854316716]",2023-05-11T06:33:09+00:00,12,13,25,OUI,OUI,Montrouge,OUI,2023-05-11T07:32:00.656Z
Rond-point du Dr Albert Schweitzer,22207,3,13,"[48.78980918988166, 2.3143940046429634]",2023-05-11T06:32:53+00:00,16,6,22,OUI,OUI,Bagneux,OUI,2023-05-11T07:32:00.656Z
Théâtre des Amandiers - Palais des sports,92002,8,6,"[48.892648526839, 2.2136941552162]",2023-05-11T06:31:54+00:00,14,9,23,OUI,OUI,Nanterre,OUI,2023-05-11T07:32:00.656Z
Italie - Tolbiac,13030,0,0,"[48.82557229464416, 2.3576171323657036]",2023-05-11T06:30:39+00:00,0,21,21,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Vaugirard - Monsieur le Prince,6029,4,5,"[48.848951441614, 2.3411329463124]",2023-05-11T06:33:03+00:00,9,17,26,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Raspail Barbès,31028,4,12,"[48.8529945, 2.4247387]",2023-05-11T06:32:12+00:00,16,11,28,OUI,OUI,Montreuil,OUI,2023-05-11T07:32:00.656Z
De Toqueville - Terrasse,17048,0,0,"[48.882428, 2.314002]",2023-05-11T06:27:19+00:00,0,28,30,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Michel-Ange - Parent de Rosan,16118,0,3,"[48.840579923690115, 2.2584119439125065]",2023-05-11T06:31:29+00:00,3,21,26,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Caire - Dussoubs,2017,0,2,"[48.86785342111862, 2.349364310503006]",2023-05-11T06:32:56+00:00,2,38,40,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Tour d'Auvergne - Rodier,9008,0,1,"[48.879161, 2.343698]",2023-05-11T06:25:12+00:00,1,16,17,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Charlot - Stade Gabriel Voisin,21323,0,0,"[48.827228120536, 2.268122527474]",2023-04-07T06:20:24+00:00,0,0,0,NON,NON,Issy-les-Moulineaux,NON,2023-05-11T07:32:00.656Z
Las Cases - Bourgogne,7011,7,14,"[48.85909110474066, 2.3185685276985173]",2023-05-11T06:24:52+00:00,21,1,22,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Félix Ziem - Armand Gauthier,18111,1,0,"[48.88949630486821, 2.333393658804396]",2023-05-11T06:30:36+00:00,1,22,25,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Place Jean-Spire-Lemaître,43009,1,6,"[48.8468428626593, 2.452062070369721]",2023-05-11T06:32:25+00:00,7,41,50,OUI,OUI,Vincennes,OUI,2023-05-11T07:32:00.656Z
Bellefond - Poissonnière,9001,3,2,"[48.87759897050706, 2.348463758826256]",2023-05-11T06:33:13+00:00,5,10,17,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Square Louis XVI,8016,13,13,"[48.87320440102894, 2.323658830743138]",2023-05-11T06:28:54+00:00,26,2,29,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Alexandre Parodi - Quai de Valmy,10162,0,1,"[48.87935941942529, 2.366596162319184]",2023-05-11T06:30:28+00:00,1,20,24,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Dunkerque - Rocroy,10029,0,0,"[48.880726, 2.351464]",2023-05-11T06:33:04+00:00,0,22,24,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Gay Lussac - Saint-Jacques,5005,3,4,"[48.844730256132095, 2.341923944866407]",2023-05-11T06:32:41+00:00,7,17,24,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Gabriel Lamé,12031,5,20,"[48.8351212784276, 2.385534569621086]",2023-05-11T06:33:02+00:00,25,8,36,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Boulangers - Cardinal Lemoine,5022,1,0,"[48.8462904, 2.3521495]",2023-05-11T06:29:37+00:00,1,19,20,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Verger - Colonel Guichard,21328,1,0,"[48.816376985087, 2.2670380088932]",2023-05-11T06:33:15+00:00,1,28,29,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-11T07:32:00.656Z
Place de la République - Voltaire,11046,1,8,"[48.866830968942, 2.3654810339212]",2023-05-11T06:31:29+00:00,9,10,19,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Pereire - Ternes,17040,0,5,"[48.87973954830735, 2.288012132048607]",2023-05-11T06:32:20+00:00,5,42,48,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Douai - Bruxelles,9038,1,0,"[48.88320784122797, 2.3308449949028507]",2023-05-11T06:31:29+00:00,1,26,27,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Quai de l'Horloge - Pont Neuf,1001,1,5,"[48.857058739111, 2.3417982839439]",2023-05-11T06:31:14+00:00,6,8,17,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Octave Gréard - Tour Eiffel,7025,2,21,"[48.856502977696, 2.2931787543289]",2023-05-11T06:31:59+00:00,23,9,33,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Château - République,31706,8,4,"[48.862923800596, 2.4155035614967]",2023-05-11T06:25:25+00:00,12,14,26,OUI,OUI,Bagnolet,OUI,2023-05-11T07:32:00.656Z
Institut du Monde Arabe - Saint-Germain,5020,5,8,"[48.849063299501, 2.3558086529374]",2023-05-11T06:32:25+00:00,13,26,40,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Thionville - Ourcq,19015,1,0,"[48.88917613743794, 2.3833653330802917]",2023-05-11T06:32:05+00:00,1,23,24,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Argenteuil - Voltaire,26003,1,2,"[48.91864865955558, 2.2814112156629562]",2023-05-11T06:33:17+00:00,3,12,16,OUI,OUI,Asnières-sur-Seine,OUI,2023-05-11T07:32:00.656Z
Pesaro - Préfecture,92007,5,5,"[48.89577046284005, 2.223908342421055]",2023-05-11T06:28:52+00:00,10,11,22,OUI,OUI,Nanterre,OUI,2023-05-11T07:32:00.656Z
Ranelagh - Mozart,16026,7,1,"[48.8554439, 2.2704418]",2023-05-11T06:33:17+00:00,8,14,23,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Moncey - Blanche,9028,1,0,"[48.88006587474148, 2.3310810327529907]",2023-05-11T06:32:53+00:00,1,15,17,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Gare du Nord - Hôpital Lariboisière,10107,1,0,"[48.881949, 2.352339]",2023-05-11T06:32:25+00:00,1,47,49,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Belidor - Gouvion-Saint-Cyr,17043,6,0,"[48.88022154052015, 2.2854680567979813]",2023-05-11T06:31:46+00:00,6,33,39,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Place de Rhin et Danube,19026,0,0,"[48.88192765861766, 2.392586767673493]",2023-05-11T06:30:58+00:00,0,17,17,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
11 Novembre 1918 - 8 Mai 1945,45003,17,7,"[48.80889533774377, 2.5382421165704727]",2023-05-11T06:32:51+00:00,24,12,36,OUI,OUI,Champigny-sur-Marne,OUI,2023-05-11T07:32:00.656Z
Pereire - Rennequin,17030,0,0,"[48.88364782887555, 2.2952447086572647]",2023-05-11T06:32:31+00:00,0,22,23,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Claude Decaen - Cannebière,12111,3,1,"[48.83761417037952, 2.397253782195704]",2023-05-11T06:30:21+00:00,4,21,27,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Delphine Seyrig - Général Leclerc,19043,5,6,"[48.893923963057865, 2.39790290594101]",2023-05-11T06:32:47+00:00,11,41,53,OUI,OUI,Pantin,OUI,2023-05-11T07:32:00.656Z
Panthéon - Valette,5032,5,6,"[48.84702057165222, 2.3464982619671075]",2023-05-11T06:32:17+00:00,11,28,39,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Cimetière de Montrouge,14020,3,2,"[48.822009, 2.322188699]",2023-05-11T06:32:32+00:00,5,53,58,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Desaix - Edgar Faure,15067,0,5,"[48.852804604940296, 2.293077029857222]",2023-05-11T06:29:53+00:00,5,7,12,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Notre-Dame-des-Champs - Stanislas,6006,6,6,"[48.84479928858768, 2.329337755887181]",2023-05-11T06:33:18+00:00,12,7,19,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Saint-Ambroise - Parmentier,11027,2,9,"[48.862147844548, 2.3772348091006]",2023-05-11T06:32:41+00:00,11,24,38,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Liège - Moscou,8010,1,0,"[48.8795431, 2.3264628]",2023-05-11T06:31:57+00:00,1,15,17,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Square Simon Bolivar,19101,3,0,"[48.8750898883217, 2.3826304078102116]",2023-05-11T06:32:45+00:00,3,20,24,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Schoelcher - Raspail,14003,2,2,"[48.83681733526843, 2.3312794080411474]",2023-05-11T06:29:21+00:00,4,45,50,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Rouget de Lisle,46002,16,19,"[48.764615483395254, 2.4071189761161804]",2023-05-11T06:33:17+00:00,35,0,35,OUI,OUI,Choisy-le-Roi,OUI,2023-05-11T07:32:00.656Z
Port-Royal - Hôpital du Val-de-Grâce,13001,4,6,"[48.837668272811, 2.3448138346607]",2023-05-11T06:33:18+00:00,10,7,18,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Place de la Reine Astrid,8045,12,25,"[48.86492098253841, 2.302549182385926]",2023-05-11T06:31:33+00:00,37,18,58,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Hôpital Européen Georges Pompidou,15104,30,26,"[48.83769531916335, 2.275374233722687]",2023-05-11T06:33:17+00:00,56,8,64,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Concorde - Stalingrad,44006,1,16,"[48.7985844, 2.3821302]",2023-05-11T06:33:14+00:00,17,18,35,OUI,OUI,Vitry-sur-Seine,OUI,2023-05-11T07:32:00.656Z
Fédération - Suffren,15105,0,12,"[48.852828153442346, 2.2978776320815086]",2023-05-11T06:30:48+00:00,12,13,25,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Carducci - Place Hannah Arendt,19120,0,0,"[48.877436681515796, 2.3860743641853337]",2023-05-11T06:32:16+00:00,0,27,27,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Saint-Jacques - Val de Grâce,5004,5,0,"[48.8417514, 2.3413893]",2023-05-11T06:33:09+00:00,5,13,19,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Conservatoire de Musique,46003,12,11,"[48.77093586667601, 2.4034014344215398]",2023-05-11T06:32:20+00:00,23,2,25,OUI,OUI,Choisy-le-Roi,OUI,2023-05-11T07:32:00.656Z
Cimetière de Fontenay-sous-Bois,41209,3,1,"[48.84706173362218, 2.4787822365760808]",2023-05-11T06:31:05+00:00,4,11,15,OUI,OUI,Fontenay-sous-Bois,OUI,2023-05-11T07:32:00.656Z
Lucie Aubrac - Fort,21312,0,0,"[48.818144834008976, 2.271184623241425]",2023-05-11T06:33:06+00:00,0,29,30,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-11T07:32:00.656Z
Buisson Saint-Louis - Saint-Maur,10024,0,0,"[48.87174684930295, 2.3722528328789854]",2023-05-11T06:31:48+00:00,0,18,19,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Place Albert Kahn,18031,2,3,"[48.8957969797804, 2.345585584134864]",2023-05-11T06:32:33+00:00,5,37,46,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Championnet - Vauvenargues,18028,0,0,"[48.89401874744574, 2.3319872841238976]",2023-05-11T06:32:15+00:00,0,28,33,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Lecourbe - Jean Maridor,15054,1,1,"[48.83796366147599, 2.2877392172813416]",2023-05-11T06:31:38+00:00,2,14,19,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Mouton Duvernet - Général Leclerc,14008,2,0,"[48.831632518292565, 2.3293121159076686]",2023-05-11T06:25:10+00:00,2,36,39,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Erasme - Ulm,5124,3,10,"[48.84264375274712, 2.3445946723222733]",2023-05-11T06:33:07+00:00,13,10,24,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Marc Sangnier - Porte de Vanves,14106,0,0,"[48.825218683556734, 2.3107116669416428]",2023-05-11T06:32:02+00:00,0,19,21,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Guy Môquet - Etienne Dolet,22406,0,3,"[48.81527009991819, 2.298078276995073]",2023-05-11T06:32:51+00:00,3,20,23,OUI,OUI,Malakoff,OUI,2023-05-11T07:32:00.656Z
Chabanais - Petits Champs,2111,4,7,"[48.86703740186721, 2.336716018617153]",2023-05-11T06:31:44+00:00,11,18,30,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Bertie Albrecht - Hoche,8054,4,6,"[48.87614039826388, 2.301303138307601]",2023-05-11T06:28:44+00:00,10,22,32,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Molière - République,21209,2,1,"[48.81111581390707, 2.3145738624448158]",2023-05-11T06:33:21+00:00,3,27,30,OUI,OUI,Montrouge,OUI,2023-05-11T07:32:00.656Z
Marcadet - Barbès,18022,2,0,"[48.89045112096476, 2.349057392968696]",2023-05-11T06:32:35+00:00,2,34,37,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Sibelle - Alésia,14012,0,0,"[48.826701758539215, 2.3384983465075493]",2023-05-11T06:33:19+00:00,0,25,25,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Hoche - Jean Lolive,35010,2,8,"[48.89110239200789, 2.402843534946442]",2023-05-11T06:31:25+00:00,10,13,24,OUI,OUI,Pantin,OUI,2023-05-11T07:32:00.656Z
Enghien - Faubourg Poissonnière,10042,1,7,"[48.872420063053, 2.3483952362828]",2023-05-11T06:31:42+00:00,8,25,33,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Repos - Cimetière du Père Lachaise,20131,2,6,"[48.859358523593, 2.3896131366845]",2023-05-11T06:30:35+00:00,8,25,33,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Edouard Tremblay - Julian Grimaux,44013,4,0,"[48.781383825117, 2.3723508417606]",2023-05-11T06:32:31+00:00,4,26,30,OUI,OUI,Vitry-sur-Seine,OUI,2023-05-11T07:32:00.656Z
Carnot - Pâquerettes,41404,16,5,"[48.79592939432515, 2.4261841177940373]",2023-05-11T06:32:31+00:00,21,4,26,OUI,OUI,Alfortville,OUI,2023-05-11T07:32:00.656Z
Karl Marx,48010,1,1,"[48.784527937293184, 2.3646667979455587]",2023-05-11T06:32:36+00:00,2,14,16,OUI,OUI,Villejuif,OUI,2023-05-11T07:32:00.656Z
Raspail - Manufacture des Oeillets,42021,4,18,"[48.8094458, 2.3903009]",2023-05-11T06:33:17+00:00,22,9,32,OUI,OUI,Ivry-sur-Seine,OUI,2023-05-11T07:32:00.656Z
Cossonnerie - Sébastopol,1119,5,3,"[48.86132665908402, 2.349419631063938]",2023-05-11T06:32:10+00:00,8,14,24,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Henri Ste-Claire Déville - Paul Héroult,25003,7,2,"[48.892663, 2.172411]",2023-05-11T06:30:45+00:00,9,15,24,OUI,OUI,Rueil-Malmaison,OUI,2023-05-11T07:32:00.656Z
Louis Lumière - Porte de Bagnolet,20115,6,0,"[48.86431136000005, 2.4105210229754443]",2023-05-11T06:31:35+00:00,6,14,20,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Jean Jaurès - Salvador Allende,22402,2,1,"[48.821475594736775, 2.3026576638221745]",2023-05-11T06:33:12+00:00,3,39,43,OUI,OUI,Malakoff,OUI,2023-05-11T07:32:00.656Z
Victoire - Chaussée d'Antin,9116,8,15,"[48.875065791004396, 2.3316738009452824]",2023-05-11T06:33:17+00:00,23,1,24,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Quai Panhard et Levassor,13050,20,36,"[48.82837482809675, 2.384273745805574]",2023-05-11T06:31:36+00:00,56,1,57,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Chemin Vert - Saint-Maur,11026,1,5,"[48.86112461407359, 2.381299026310444]",2023-05-11T06:32:54+00:00,6,39,45,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Botzaris - Parc des Buttes Chaumont,19024,1,0,"[48.877951, 2.381464]",2023-05-11T06:28:18+00:00,1,19,20,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Général De Gaulle - Alouette,41601,6,3,"[48.839109, 2.4175664]",2023-05-11T06:30:58+00:00,9,16,26,OUI,OUI,Saint-Mandé,OUI,2023-05-11T07:32:00.656Z
Rochechouart lamartine,9010,1,0,"[48.876719895109, 2.344393021853951]",2023-05-11T06:32:56+00:00,1,22,24,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Joseph Liouville - Croix Nivert,15021,1,28,"[48.844835471244416, 2.297508493065834]",2023-05-11T06:33:12+00:00,29,33,64,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Place Madeleine Daniélou,17105,4,1,"[48.883498, 2.282015]",2023-05-11T06:33:08+00:00,5,36,42,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Hoche - Tilsitt,8057,6,2,"[48.874836457837, 2.2971323132515]",2023-05-11T06:33:03+00:00,8,25,33,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Cauchy - Cévennes,15103,0,48,"[48.8433725710224, 2.275132834911347]",2023-05-11T06:32:03+00:00,48,3,51,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Jean-François Lépine - Stephenson,18009,0,0,"[48.88611466796807, 2.356855627529275]",2023-05-11T06:29:47+00:00,0,19,22,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Molitor - Chardon-Lagache,16038,5,23,"[48.84520880183234, 2.2656840831041336]",2023-05-11T06:30:26+00:00,28,6,34,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Abbé Carton - Plantes,14110,0,0,"[48.827673823165846, 2.320918142795563]",2023-05-11T06:31:41+00:00,0,24,25,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Marie-Georges Picquart - Pereire,17125,1,1,"[48.88863669349711, 2.3111706599593163]",2023-05-11T06:31:33+00:00,2,30,32,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Sablons - Georges Mandel,16108,2,2,"[48.863875, 2.28189]",2023-05-11T06:32:19+00:00,4,34,38,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Villette - Belleville,19032,1,0,"[48.8726877314, 2.376461327076]",2023-05-11T06:32:37+00:00,1,43,48,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Marché Secrétan,19022,2,0,"[48.88125496379482, 2.373463287949562]",2023-05-11T06:27:49+00:00,2,23,26,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Parmentier - République,11105,1,22,"[48.8644954, 2.3750124]",2023-05-11T06:33:12+00:00,23,25,50,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Chemin Vert - Fraternité,32302,3,0,"[48.877141208359035, 2.4461565166711807]",2023-05-11T06:29:27+00:00,3,17,20,OUI,OUI,Romainville,OUI,2023-05-11T07:32:00.656Z
Marseille - Beaurepaire,10014,2,20,"[48.871624306962985, 2.3639265082738348]",2023-05-11T06:33:05+00:00,22,30,55,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Arago - Glacière,13002,1,5,"[48.83486054775774, 2.3445770524322067]",2023-05-11T06:32:40+00:00,6,19,27,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Parmentier - Abel Rabaud,11035,1,13,"[48.86921273836114, 2.371688821240712]",2023-05-11T06:32:00+00:00,14,36,52,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Mairie d'Ivry-sur-Seine,42010,1,45,"[48.81057120969284, 2.3842826485633855]",2023-05-11T06:32:52+00:00,46,6,53,OUI,OUI,Ivry-sur-Seine,OUI,2023-05-11T07:32:00.656Z
Parc Georges Brassens - Brancion,15046,0,0,"[48.83227829269761, 2.3022570088505745]",2023-05-11T06:31:36+00:00,0,29,29,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Place Paul Eluard,46001,7,9,"[48.7672039733195, 2.4144977331161503]",2023-05-11T06:30:44+00:00,16,2,19,OUI,OUI,Choisy-le-Roi,OUI,2023-05-11T07:32:00.656Z
Victoria - Place du Chatelet,1002,1,3,"[48.857992591527, 2.3469167947769]",2023-05-11T06:32:51+00:00,4,15,22,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Seine - Flandre,19029,2,0,"[48.886785741479684, 2.3746193200349808]",2023-05-11T06:32:34+00:00,2,16,19,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Mathurins - Auber,9032,10,19,"[48.872988840744, 2.3294984212276]",2023-05-11T06:32:46+00:00,29,5,36,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
Madame de Sanzillon - Mozart,21104,1,12,"[48.90379820774301, 2.3187401890754704]",2023-05-11T06:33:16+00:00,13,4,22,OUI,OUI,Clichy,OUI,2023-05-11T07:32:00.656Z
Square d'Anvers,9005,0,0,"[48.882633484311, 2.3448844062122]",2023-05-11T06:31:41+00:00,0,31,33,OUI,OUI,Paris,OUI,2023-05-11T07:32:00.656Z
